solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,error,instance,group,n_landmarks,time_budget,run_id
SA-Boltzmann,172.0,0.11575629998696968,True,8,228.8164780777331,41.5,,r108,Solomon-100,100,230,2
SA-Boltzmann,171.0,0.1126737000013236,True,5,224.59160167906649,41.84,,r108,Solomon-100,100,230,3
SA-Boltzmann,192.0,0.11209169999347068,True,10,228.30782383697493,34.69,,r108,Solomon-100,100,230,4
SA-Cauchy,178.0,0.12151979998452589,True,9,225.38567701262355,39.46,,r108,Solomon-100,100,230,0
SA-Cauchy,171.0,0.10467870000866242,True,5,224.59160167906649,41.84,,r108,Solomon-100,100,230,1
SA-Cauchy,200.0,0.12289779999991879,True,7,226.8847186889845,31.97,,r108,Solomon-100,100,230,2
SA-Cauchy,182.0,0.13157219998538494,True,7,225.98835789572658,38.1,,r108,Solomon-100,100,230,3
SA-Cauchy,195.0,0.12857069997699,True,7,227.9371694385341,33.67,,r108,Solomon-100,100,230,4
Genetic-Score,163.0,23.184519700007513,True,10,229.85101932970323,45.48,,r107,Solomon-100,100,230,4
GRASP,297.0,14.691966800019145,True,11,227.34910704586878,0.0,,r108,Solomon-100,100,230,2
Tabu,295.0,1.4036751000094227,True,13,229.17039772868893,0.0,,r108,Solomon-100,100,230,0
Tabu,290.0,1.3295022000093013,True,11,227.42927690067285,1.36,,r108,Solomon-100,100,230,2
Tabu,293.0,1.4440084999951068,True,12,229.57159865699353,0.34,,r108,Solomon-100,100,230,1
Tabu,242.0,1.174788600008469,True,12,229.07630128206375,17.69,,r108,Solomon-100,100,230,3
Genetic-Score,203.0,57.17716230000951,True,10,229.71963212766374,30.72,,r106,Solomon-100,100,230,1
Tabu,297.0,1.272725899994839,True,11,227.22422587183715,0.0,,r108,Solomon-100,100,230,4
GRASP,288.0,15.382506199995987,True,12,228.05080883763978,2.04,,r108,Solomon-100,100,230,3
GRASP,300.0,17.626312800013693,True,13,229.24174757659657,0.0,,r108,Solomon-100,100,230,4
Genetic-Tailored,284.0,12.60849009998492,True,11,229.69693780421468,3.4,,r108,Solomon-100,100,230,2
Genetic-Score,181.0,70.26340269998764,True,10,229.49299123357642,38.23,,r106,Solomon-100,100,230,0
Genetic-Tailored,298.0,14.400849300000118,True,13,226.2917112100075,0.0,,r108,Solomon-100,100,230,0
Genetic-Tailored,292.0,10.241985799977556,True,11,228.38102239718066,0.68,,r108,Solomon-100,100,230,4
Genetic-Tailored,286.0,20.45662360001006,True,11,228.1259569214463,2.72,,r108,Solomon-100,100,230,1
Greedy-Score,115.0,0.013937799987616017,True,4,229.97388833905364,58.48,,r109,Solomon-100,100,230,0
Greedy-Ratio,129.0,0.00973260001046583,True,7,221.26204618890014,53.43,,r109,Solomon-100,100,230,0
Genetic-Score,209.0,78.06035080002039,True,9,229.90572353923997,28.67,,r106,Solomon-100,100,230,2
Genetic-Tailored,288.0,20.92726730002323,True,11,228.571118800506,2.04,,r108,Solomon-100,100,230,3
Genetic-Score,200.0,54.983808999997564,True,10,229.7897429705277,33.11,,r107,Solomon-100,100,230,0
Genetic-Score,174.0,56.21459629997844,True,9,229.9615715253506,41.81,,r107,Solomon-100,100,230,1
Genetic-Score,185.0,52.335192900005495,True,10,229.8486365903144,38.13,,r107,Solomon-100,100,230,3
SA-Boltzmann,121.0,0.09993900000699796,True,6,206.62536688970917,56.32,,r109,Solomon-100,100,230,0
SA-Boltzmann,134.0,0.11850009998306632,True,7,224.02232880839324,51.62,,r109,Solomon-100,100,230,1
SA-Boltzmann,153.0,0.11178649999783374,True,8,220.6298992022348,44.77,,r109,Solomon-100,100,230,2
SA-Boltzmann,115.0,0.0994436000182759,True,4,229.97388833905364,58.48,,r109,Solomon-100,100,230,3
SA-Boltzmann,135.0,0.10910420000436716,True,5,218.8989795304947,51.26,,r109,Solomon-100,100,230,4
SA-Cauchy,122.0,0.10844899999210611,True,5,229.97388833905364,55.96,,r109,Solomon-100,100,230,0
SA-Cauchy,166.0,0.10652540001319721,True,7,229.97388833905364,40.07,,r109,Solomon-100,100,230,1
SA-Cauchy,169.0,0.10855249999440275,True,7,225.6655111750767,38.99,,r109,Solomon-100,100,230,2
SA-Cauchy,195.0,0.11366929998621345,True,8,229.97388833905364,29.6,,r109,Solomon-100,100,230,3
SA-Cauchy,146.0,0.12094909997540526,True,7,229.97388833905364,47.29,,r109,Solomon-100,100,230,4
Tabu,277.0,1.3077234999800567,True,12,228.76261366163425,0.0,,r109,Solomon-100,100,230,0
Tabu,238.0,1.1327717000094708,True,11,228.9852660278552,14.08,,r109,Solomon-100,100,230,1
GRASP,276.0,9.712852000026032,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,0
GRASP,276.0,8.142486600001575,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,3
Tabu,273.0,1.2001615000190213,True,12,227.2786229904125,1.44,,r109,Solomon-100,100,230,2
Tabu,238.0,1.0837363000027835,True,11,228.9852660278552,14.08,,r109,Solomon-100,100,230,4
Tabu,277.0,1.369681899988791,True,12,226.69074844116963,0.0,,r109,Solomon-100,100,230,3
GRASP,276.0,10.321010999992723,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,1
GRASP,276.0,10.872004000004381,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,2
GRASP,276.0,8.361450500000501,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,4
Genetic-Score,113.0,62.39274460001616,True,10,229.97711522764774,62.21,,r107,Solomon-100,100,230,2
Genetic-Tailored,255.0,8.149082000018097,True,11,223.41922492097473,7.94,,r109,Solomon-100,100,230,3
Genetic-Tailored,276.0,8.977625700004864,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,2
Genetic-Score,126.0,30.66210049999063,True,8,229.8797628268931,57.14,,r108,Solomon-100,100,230,1
Genetic-Tailored,277.0,14.136965599987889,True,12,227.9659223862979,0.0,,r109,Solomon-100,100,230,0
Greedy-Score,127.0,0.010985200002323836,True,4,224.6198704940246,55.28,,r110,Solomon-100,100,230,0
Greedy-Ratio,156.0,0.010579099995084107,True,9,228.32134115371267,45.07,,r110,Solomon-100,100,230,0
Genetic-Score,140.0,33.28745679999702,True,8,229.91968192127044,52.38,,r108,Solomon-100,100,230,2
Genetic-Tailored,277.0,14.561670100025367,True,12,226.69074844116963,0.0,,r109,Solomon-100,100,230,1
Genetic-Tailored,276.0,14.257147099997383,True,11,221.40404593137544,0.36,,r109,Solomon-100,100,230,4
GRASP,259.0,9.452859199984232,True,9,226.52686091772026,8.8,,r110,Solomon-100,100,230,0
GRASP,259.0,9.353845500008902,True,9,226.52686091772026,8.8,,r110,Solomon-100,100,230,2
SA-Boltzmann,140.0,0.09620439997524954,True,5,224.6198704940246,50.7,,r110,Solomon-100,100,230,0
SA-Boltzmann,174.0,0.09148960001766682,True,9,223.39543722577287,38.73,,r110,Solomon-100,100,230,1
SA-Boltzmann,127.0,0.09662569998181425,True,4,224.6198704940246,55.28,,r110,Solomon-100,100,230,2
SA-Boltzmann,127.0,0.10821710000163876,True,4,224.6198704940246,55.28,,r110,Solomon-100,100,230,3
SA-Boltzmann,156.0,0.1230527000152506,True,5,226.1267927167998,45.07,,r110,Solomon-100,100,230,4
SA-Cauchy,172.0,0.11369290002039634,True,7,227.6835485258789,39.44,,r110,Solomon-100,100,230,0
SA-Cauchy,142.0,0.09736970000085421,True,5,220.18766006354954,50.0,,r110,Solomon-100,100,230,1
SA-Cauchy,170.0,0.12326959997881204,True,6,228.31223945164678,40.14,,r110,Solomon-100,100,230,2
SA-Cauchy,184.0,0.11742389999562874,True,6,228.70520296822778,35.21,,r110,Solomon-100,100,230,3
SA-Cauchy,190.0,0.11215500000980683,True,8,228.71599261297027,33.1,,r110,Solomon-100,100,230,4
GRASP,281.0,11.193431399995461,True,11,227.61152049872595,1.06,,r110,Solomon-100,100,230,1
Tabu,281.0,1.182351600000402,True,11,227.61152049872595,1.06,,r110,Solomon-100,100,230,0
GRASP,281.0,11.085653000016464,True,12,226.6236586400659,1.06,,r110,Solomon-100,100,230,3
Tabu,281.0,1.1607162000145763,True,11,227.61152049872595,1.06,,r110,Solomon-100,100,230,1
Tabu,281.0,1.2017608999740332,True,11,227.61152049872595,1.06,,r110,Solomon-100,100,230,2
Tabu,238.0,1.123089600005187,True,11,225.9852660278552,16.2,,r110,Solomon-100,100,230,3
Tabu,281.0,1.1913800000038464,True,11,227.86297124941217,1.06,,r110,Solomon-100,100,230,4
Genetic-Score,134.0,26.824360800004797,True,8,229.9912385213145,51.62,,r109,Solomon-100,100,230,0
GRASP,264.0,10.270115499995882,True,12,228.51112231643788,7.04,,r110,Solomon-100,100,230,4
Genetic-Tailored,260.0,10.158899099973496,True,10,228.76313271406937,8.45,,r110,Solomon-100,100,230,1
Genetic-Score,141.0,26.148010600009002,True,9,229.47351411849115,49.1,,r109,Solomon-100,100,230,4
Genetic-Score,203.0,55.253857000003336,True,11,228.97532108050828,30.95,,r108,Solomon-100,100,230,4
Genetic-Tailored,269.0,12.078255200001877,True,11,228.46707176764613,5.28,,r110,Solomon-100,100,230,0
Genetic-Score,111.0,30.696480800019344,True,7,229.87493905306476,59.93,,r109,Solomon-100,100,230,3
Genetic-Tailored,282.0,12.222021299996413,True,12,226.50601715101044,0.7,,r110,Solomon-100,100,230,3
Greedy-Score,182.0,0.013083300000289455,True,6,225.74070349739046,38.72,,r111,Solomon-100,100,230,0
Greedy-Ratio,128.0,0.008264200005214661,True,7,207.29986607213576,56.9,,r111,Solomon-100,100,230,0
Genetic-Tailored,266.0,8.711306600016542,True,10,228.1243203081168,6.34,,r110,Solomon-100,100,230,4
Genetic-Score,203.0,39.620627000025706,True,10,229.26986444777125,26.71,,r109,Solomon-100,100,230,1
Genetic-Score,148.0,70.51208990000305,True,10,229.61014277544996,49.66,,r108,Solomon-100,100,230,0
Genetic-Score,126.0,43.61194150001393,True,8,229.63746298320913,54.51,,r109,Solomon-100,100,230,2
Genetic-Tailored,273.0,24.73192759999074,True,11,225.26306675883922,3.87,,r110,Solomon-100,100,230,2
SA-Boltzmann,182.0,0.11916639999253675,True,6,225.74070349739046,38.72,,r111,Solomon-100,100,230,0
Genetic-Score,180.0,70.16449709999142,True,10,229.930437945676,38.78,,r108,Solomon-100,100,230,3
SA-Boltzmann,182.0,0.11298170001828112,True,6,225.74070349739046,38.72,,r111,Solomon-100,100,230,1
SA-Boltzmann,182.0,0.11652289997437038,True,6,225.74070349739046,38.72,,r111,Solomon-100,100,230,2
SA-Boltzmann,182.0,0.1260533999884501,True,6,225.74070349739046,38.72,,r111,Solomon-100,100,230,3
SA-Boltzmann,206.0,0.12693560001207516,True,10,227.4460507285673,30.64,,r111,Solomon-100,100,230,4
SA-Cauchy,205.0,0.11146280000684783,True,8,227.70971642121677,30.98,,r111,Solomon-100,100,230,0
SA-Cauchy,213.0,0.09359840000979602,True,10,227.6939004646698,28.28,,r111,Solomon-100,100,230,1
SA-Cauchy,188.0,0.12023020000196993,True,7,223.98635130613712,36.7,,r111,Solomon-100,100,230,2
SA-Cauchy,188.0,0.1170006999745965,True,8,228.05136531810413,36.7,,r111,Solomon-100,100,230,3
SA-Cauchy,199.0,0.10479330000816844,True,7,226.64004885078356,33.0,,r111,Solomon-100,100,230,4
Tabu,276.0,1.2277551000006497,True,11,228.78296924652435,7.07,,r111,Solomon-100,100,230,0
Tabu,295.0,1.2244550000177696,True,11,228.3217147317971,0.67,,r111,Solomon-100,100,230,1
GRASP,269.0,13.32846520000021,True,9,227.9808772201124,9.43,,r111,Solomon-100,100,230,0
GRASP,280.0,12.53631039999891,True,12,229.74765579335684,5.72,,r111,Solomon-100,100,230,2
GRASP,281.0,12.804329600010533,True,10,226.12920857102182,5.39,,r111,Solomon-100,100,230,1
Tabu,292.0,1.255400299996836,True,12,227.64715062302645,1.68,,r111,Solomon-100,100,230,2
Tabu,297.0,1.2722462000092492,True,12,228.34515207238002,0.0,,r111,Solomon-100,100,230,3
Tabu,293.0,1.3605863000266254,True,13,228.5475521311223,1.35,,r111,Solomon-100,100,230,4
GRASP,279.0,13.860321299987845,True,11,220.55154458116147,6.06,,r111,Solomon-100,100,230,3
Genetic-Tailored,281.0,9.62145249999594,True,10,222.55235397994824,5.39,,r111,Solomon-100,100,230,0
GRASP,283.0,12.954744999995455,True,11,228.88003932633563,4.71,,r111,Solomon-100,100,230,4
Genetic-Tailored,295.0,10.91616459999932,True,11,228.3217147317971,0.67,,r111,Solomon-100,100,230,1
Genetic-Score,127.0,29.680276200000662,True,8,229.40371957409815,55.28,,r110,Solomon-100,100,230,1
Genetic-Tailored,283.0,12.057800400012638,True,11,225.6148084414506,4.71,,r111,Solomon-100,100,230,2
Greedy-Score,144.0,0.007052000000840053,True,4,220.3370453846335,51.68,,r112,Solomon-100,100,230,0
Greedy-Ratio,201.0,0.01020829999470152,True,10,223.63108533375055,32.55,,r112,Solomon-100,100,230,0
Genetic-Tailored,292.0,12.572818600019673,True,12,228.936094415435,1.68,,r111,Solomon-100,100,230,4
Genetic-Score,105.0,32.25401089998195,True,7,229.6593057667516,63.03,,r110,Solomon-100,100,230,2
Genetic-Tailored,285.0,16.1095736999996,True,10,229.23098262114166,4.04,,r111,Solomon-100,100,230,3
Genetic-Score,155.0,36.93221669999184,True,9,229.72734820823055,45.42,,r110,Solomon-100,100,230,4
GRASP,285.0,13.417277300002752,True,11,224.18166304454638,4.36,,r112,Solomon-100,100,230,0
SA-Boltzmann,153.0,0.10692789999302477,True,7,229.17430878683797,48.66,,r112,Solomon-100,100,230,0
SA-Boltzmann,205.0,0.18023749999701977,True,10,226.55893896191054,31.21,,r112,Solomon-100,100,230,1
SA-Boltzmann,205.0,0.11077220001607202,True,9,229.32574433113626,31.21,,r112,Solomon-100,100,230,2
SA-Boltzmann,144.0,0.09801539999898523,True,4,220.3370453846335,51.68,,r112,Solomon-100,100,230,3
SA-Boltzmann,144.0,0.1119814999983646,True,4,220.3370453846335,51.68,,r112,Solomon-100,100,230,4
SA-Cauchy,181.0,0.11573020002106205,True,6,224.99389963412588,39.26,,r112,Solomon-100,100,230,0
SA-Cauchy,147.0,0.09679310000501573,True,7,227.70029538379532,50.67,,r112,Solomon-100,100,230,1
SA-Cauchy,203.0,0.12784020000253804,True,9,222.17758473144022,31.88,,r112,Solomon-100,100,230,2
SA-Cauchy,180.0,0.12411130001419224,True,6,229.96370897468628,39.6,,r112,Solomon-100,100,230,3
SA-Cauchy,177.0,0.1110002999776043,True,8,229.80557300241378,40.6,,r112,Solomon-100,100,230,4
Tabu,285.0,1.2417448000051081,True,12,228.52903093310394,4.36,,r112,Solomon-100,100,230,0
GRASP,292.0,14.145267700019758,True,12,221.61588953356522,2.01,,r112,Solomon-100,100,230,2
GRASP,290.0,15.801198100001784,True,11,228.34288788807405,2.68,,r112,Solomon-100,100,230,1
Tabu,290.0,1.3095453999994788,True,11,228.34288788807405,2.68,,r112,Solomon-100,100,230,1
Tabu,266.0,1.1123390000138897,True,11,223.22192141333738,10.74,,r112,Solomon-100,100,230,2
Tabu,281.0,1.2964778000023216,True,11,228.21947962495682,5.7,,r112,Solomon-100,100,230,3
GRASP,287.0,13.813464000006206,True,11,226.3175893334106,3.69,,r112,Solomon-100,100,230,3
Tabu,290.0,1.3437703999807127,True,12,227.10511313791633,2.68,,r112,Solomon-100,100,230,4
Genetic-Score,139.0,48.75473270000657,True,9,229.76445691493305,51.06,,r110,Solomon-100,100,230,3
GRASP,298.0,16.312019699980738,True,12,228.229971486493,0.0,,r112,Solomon-100,100,230,4
Genetic-Tailored,277.0,11.850501099979738,True,12,226.18290109416859,7.05,,r112,Solomon-100,100,230,2
Genetic-Tailored,288.0,10.006489999999758,True,12,227.8992901050366,3.36,,r112,Solomon-100,100,230,4
Genetic-Score,172.0,32.86539609997999,True,10,229.9717224075792,42.09,,r111,Solomon-100,100,230,2
Genetic-Tailored,288.0,12.735287299990887,True,12,227.00677576510873,3.36,,r112,Solomon-100,100,230,0
Genetic-Score,132.0,60.40804750000825,True,9,229.91558815192275,53.52,,r110,Solomon-100,100,230,0
Greedy-Score,129.0,0.010777800023788586,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,0
Greedy-Ratio,88.0,0.011477199994260445,True,5,223.7075200166709,59.82,,rc101,Solomon-100,100,240,0
GRASP,209.0,6.151469000003999,True,8,239.61473135412592,4.57,,rc101,Solomon-100,100,240,0
Genetic-Score,184.0,38.187248400005046,True,10,229.76684443420464,38.05,,r111,Solomon-100,100,230,4
Genetic-Score,184.0,44.24339349998627,True,9,229.68013404898875,38.05,,r111,Solomon-100,100,230,1
GRASP,209.0,5.861142999987351,True,8,239.61473135412592,4.57,,rc101,Solomon-100,100,240,1
Genetic-Tailored,288.0,26.157998100010445,True,12,227.82093740946937,3.36,,r112,Solomon-100,100,230,1
SA-Boltzmann,199.0,0.11423380000633188,True,9,236.95478811972964,9.13,,rc101,Solomon-100,100,240,0
GRASP,206.0,6.351080299995374,True,8,239.61473135412592,5.94,,rc101,Solomon-100,100,240,2
SA-Boltzmann,129.0,0.10927499999525025,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,1
SA-Boltzmann,151.0,0.11831330001587048,True,9,223.17748169420986,31.05,,rc101,Solomon-100,100,240,2
SA-Boltzmann,129.0,0.12731030001305044,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,3
Genetic-Tailored,282.0,25.957362200017087,True,12,223.6868147400391,5.37,,r112,Solomon-100,100,230,3
SA-Boltzmann,153.0,0.10958469999604858,True,8,236.97133141913423,30.14,,rc101,Solomon-100,100,240,4
SA-Cauchy,129.0,0.12000399999669753,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,0
SA-Cauchy,129.0,0.10776199999963865,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,1
SA-Cauchy,129.0,0.13015020001330413,True,4,226.03992854443476,41.1,,rc101,Solomon-100,100,240,2
SA-Cauchy,148.0,0.12824779999209568,True,6,238.67693471409257,32.42,,rc101,Solomon-100,100,240,3
SA-Cauchy,153.0,0.13518359998124652,True,8,225.32601721299756,30.14,,rc101,Solomon-100,100,240,4
Tabu,208.0,0.9294856999767944,True,10,214.50269336334287,5.02,,rc101,Solomon-100,100,240,0
Tabu,216.0,0.9076484000252094,True,9,228.65640785029262,1.37,,rc101,Solomon-100,100,240,1
Tabu,203.0,0.9797541000007186,True,8,222.03652936312866,7.31,,rc101,Solomon-100,100,240,2
Tabu,216.0,0.9009541999839712,True,9,228.65640785029262,1.37,,rc101,Solomon-100,100,240,4
Tabu,203.0,0.9558561999874655,True,8,222.03652936312866,7.31,,rc101,Solomon-100,100,240,3
GRASP,209.0,6.202881599980174,True,8,239.61473135412592,4.57,,rc101,Solomon-100,100,240,3
GRASP,209.0,6.189801200001966,True,8,239.61473135412592,4.57,,rc101,Solomon-100,100,240,4
Genetic-Score,180.0,55.58133340001223,True,10,229.37406950493994,39.39,,r111,Solomon-100,100,230,3
Genetic-Tailored,195.0,7.25632190000033,True,7,229.7036726124781,10.96,,rc101,Solomon-100,100,240,2
Genetic-Tailored,219.0,8.583064000005834,True,9,235.2511640678318,0.0,,rc101,Solomon-100,100,240,0
Genetic-Tailored,219.0,7.918187400005991,True,9,235.2511640678318,0.0,,rc101,Solomon-100,100,240,1
Genetic-Tailored,219.0,7.358873499993933,True,9,235.2511640678318,0.0,,rc101,Solomon-100,100,240,3
Genetic-Tailored,206.0,6.876612000021851,True,9,236.09716667541107,5.94,,rc101,Solomon-100,100,240,4
Greedy-Score,140.0,0.008378200000151992,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,0
Greedy-Ratio,88.0,0.010114499978953972,True,5,223.7075200166709,66.92,,rc102,Solomon-100,100,240,0
Genetic-Score,182.0,63.26351699998486,True,10,229.55693448403315,38.72,,r111,Solomon-100,100,230,0
GRASP,266.0,6.607110399985686,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,0
GRASP,266.0,7.24878299998818,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,1
GRASP,266.0,6.8631629000010435,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,2
Genetic-Score,209.0,41.1152635999897,True,10,229.967844183097,29.87,,r112,Solomon-100,100,230,1
SA-Boltzmann,140.0,0.08995409999624826,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,0
SA-Boltzmann,149.0,0.09787749999668449,True,8,237.5093277686783,43.98,,rc102,Solomon-100,100,240,1
SA-Boltzmann,140.0,0.08955139998579398,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,2
SA-Boltzmann,140.0,0.08059990001493134,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,3
SA-Boltzmann,140.0,0.09693479997804388,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,4
SA-Cauchy,143.0,0.11786909998045303,True,5,237.777970439246,46.24,,rc102,Solomon-100,100,240,0
SA-Cauchy,154.0,0.09010030000354163,True,5,238.3778074022953,42.11,,rc102,Solomon-100,100,240,1
SA-Cauchy,169.0,0.09822850002092309,True,6,237.19336411161902,36.47,,rc102,Solomon-100,100,240,2
SA-Cauchy,162.0,0.11842320000869222,True,6,237.48716876757828,39.1,,rc102,Solomon-100,100,240,3
SA-Cauchy,140.0,0.12548170000081882,True,4,237.777970439246,47.37,,rc102,Solomon-100,100,240,4
GRASP,266.0,7.644634900003439,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,3
Tabu,244.0,1.0456957000133116,True,11,233.1916594473749,8.27,,rc102,Solomon-100,100,240,0
Tabu,255.0,1.0135196999763139,True,11,239.5148449685017,4.14,,rc102,Solomon-100,100,240,1
Tabu,244.0,1.053694500005804,True,10,238.34729920231348,8.27,,rc102,Solomon-100,100,240,2
Tabu,244.0,1.0130894999892917,True,11,237.64263231362543,8.27,,rc102,Solomon-100,100,240,3
Genetic-Score,125.0,21.175992700009374,True,6,239.49752372331943,42.92,,rc101,Solomon-100,100,240,0
Tabu,244.0,1.0392819999833591,True,10,234.04550974977212,8.27,,rc102,Solomon-100,100,240,4
Genetic-Score,125.0,21.282827699993504,True,6,239.49752372331943,42.92,,rc101,Solomon-100,100,240,2
GRASP,236.0,6.64632659999188,True,8,239.58092483097596,11.28,,rc102,Solomon-100,100,240,4
Genetic-Score,121.0,21.75132609999855,True,6,238.78374420816513,44.75,,rc101,Solomon-100,100,240,3
Genetic-Score,125.0,23.538493500003824,True,6,239.49752372331943,42.92,,rc101,Solomon-100,100,240,4
Genetic-Score,172.0,25.884203900001012,True,7,239.35345673792995,21.46,,rc101,Solomon-100,100,240,1
Genetic-Tailored,259.0,8.893628199992236,True,9,234.73503338193387,2.63,,rc102,Solomon-100,100,240,2
Genetic-Tailored,266.0,8.889839999988908,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,3
Genetic-Tailored,258.0,9.871310199989239,True,11,237.18412516876816,3.01,,rc102,Solomon-100,100,240,1
Greedy-Score,155.0,0.007740800007013604,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,0
Greedy-Ratio,94.0,0.008926199981942773,True,5,226.5817179151109,64.66,,rc103,Solomon-100,100,240,0
Genetic-Tailored,253.0,10.674092500004917,True,10,238.44419072495202,4.89,,rc102,Solomon-100,100,240,0
Genetic-Tailored,266.0,10.754893800010905,True,10,239.09748777388612,0.0,,rc102,Solomon-100,100,240,4
GRASP,258.0,6.731141800002661,True,9,239.09748777388612,3.01,,rc103,Solomon-100,100,240,0
GRASP,260.0,6.639573399996152,True,10,235.97915603740907,2.26,,rc103,Solomon-100,100,240,1
GRASP,259.0,6.417439900018508,True,9,234.73503338193387,2.63,,rc103,Solomon-100,100,240,2
SA-Boltzmann,155.0,0.09868229998392053,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,0
SA-Boltzmann,155.0,0.10586749998037703,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,1
SA-Boltzmann,155.0,0.09574499999871477,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,2
SA-Boltzmann,155.0,0.08134659999632277,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,3
SA-Boltzmann,155.0,0.10320310000679456,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,4
SA-Cauchy,191.0,0.10990119999041781,True,6,236.6318001316837,28.2,,rc103,Solomon-100,100,240,0
SA-Cauchy,180.0,0.10693519999040291,True,9,237.53302791995034,32.33,,rc103,Solomon-100,100,240,1
SA-Cauchy,203.0,0.10581419998197816,True,8,237.55733784696164,23.68,,rc103,Solomon-100,100,240,2
SA-Cauchy,175.0,0.11651960000745021,True,7,229.13433767095034,34.21,,rc103,Solomon-100,100,240,3
SA-Cauchy,155.0,0.10124670001096092,True,4,231.99239980869282,41.73,,rc103,Solomon-100,100,240,4
Tabu,253.0,1.0610921000188682,True,11,238.42462520695756,4.89,,rc103,Solomon-100,100,240,0
Tabu,265.0,0.9994202999805566,True,10,239.34986857479936,0.38,,rc103,Solomon-100,100,240,1
Tabu,265.0,0.9638334999908693,True,11,235.74809978123247,0.38,,rc103,Solomon-100,100,240,2
Tabu,265.0,0.9795459999877494,True,10,239.34986857479936,0.38,,rc103,Solomon-100,100,240,3
GRASP,259.0,6.669835500011686,True,9,234.73503338193387,2.63,,rc103,Solomon-100,100,240,3
Tabu,249.0,1.0239429000066593,True,10,236.44284847442506,6.39,,rc103,Solomon-100,100,240,4
GRASP,259.0,8.217826999985846,True,9,234.73503338193387,2.63,,rc103,Solomon-100,100,240,4
Genetic-Score,110.0,23.89975479998975,True,7,239.71500225070983,58.65,,rc102,Solomon-100,100,240,2
Genetic-Score,222.0,73.73940420002327,True,11,229.9484509134657,25.5,,r112,Solomon-100,100,230,4
Genetic-Score,183.0,75.50542820000555,True,10,229.96134647303936,38.59,,r112,Solomon-100,100,230,2
Genetic-Tailored,249.0,8.476101999985985,True,10,234.80907809736917,6.39,,rc103,Solomon-100,100,240,0
Genetic-Tailored,258.0,7.863738300016848,True,9,239.09748777388612,3.01,,rc103,Solomon-100,100,240,2
Genetic-Score,117.0,25.48904329998186,True,8,239.58154723988557,56.02,,rc102,Solomon-100,100,240,3
Genetic-Score,96.0,35.46001640000031,True,7,239.34471589222508,63.91,,rc102,Solomon-100,100,240,0
Genetic-Tailored,251.0,8.426254200021503,True,9,237.89952023851828,5.64,,rc103,Solomon-100,100,240,3
Greedy-Score,155.0,0.007363399985479191,True,4,231.99239980869282,48.5,,rc104,Solomon-100,100,240,0
Greedy-Ratio,136.0,0.009801199979847297,True,6,238.0442002319833,54.82,,rc104,Solomon-100,100,240,0
Genetic-Tailored,263.0,13.302823500009254,True,11,239.30493885694653,1.13,,rc103,Solomon-100,100,240,1
Genetic-Tailored,258.0,10.997634500003187,True,10,237.4375193831769,3.01,,rc103,Solomon-100,100,240,4
Genetic-Score,168.0,31.996548299997812,True,8,239.34794094187814,36.84,,rc102,Solomon-100,100,240,4
Genetic-Score,159.0,92.78133820000221,True,10,229.83402080731773,46.64,,r112,Solomon-100,100,230,0
Genetic-Score,124.0,43.67328940000152,True,9,239.1372131206138,53.38,,rc102,Solomon-100,100,240,1
SA-Boltzmann,155.0,0.10509100000490434,True,4,231.99239980869282,48.5,,rc104,Solomon-100,100,240,0
SA-Boltzmann,159.0,0.11579199999687262,True,7,229.0515239901492,47.18,,rc104,Solomon-100,100,240,1
SA-Boltzmann,165.0,0.10304300001007505,True,5,234.0194630536991,45.18,,rc104,Solomon-100,100,240,2
SA-Boltzmann,201.0,0.11644220000016503,True,7,234.23361296354983,33.22,,rc104,Solomon-100,100,240,3
SA-Boltzmann,155.0,0.10698759998194873,True,4,231.99239980869282,48.5,,rc104,Solomon-100,100,240,4
