solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,timed_out,error,instance,group,n_landmarks,time_budget,run_id
Greedy-Random,87.0,0.008725999970920384,True,4,228.9099437442438,66.15,False,,r105,Solomon-100,100,230,1
Greedy-Random,46.0,0.004349100054241717,True,3,203.59258973001704,82.1,False,,r105,Solomon-100,100,230,2
Greedy-Random,38.0,0.0042545999167487025,True,3,211.7331715907213,85.21,False,,r105,Solomon-100,100,230,3
Greedy-Random,88.0,0.007505699992179871,True,5,228.88529211322137,65.76,False,,r105,Solomon-100,100,230,4
Genetic-Tailored,300.0,52.22764310007915,True,12,228.30639773198354,9.09,False,,r104,Solomon-100,100,230,0
Genetic-Score,290.0,110.26405060000252,True,11,228.5855983241098,7.35,False,,r103,Solomon-100,100,230,1
GRASP,229.0,10.088102599955164,True,9,228.9099437442438,10.89,False,,r105,Solomon-100,100,230,2
GRASP,211.0,10.931393899954855,True,8,227.26582981636017,17.9,False,,r105,Solomon-100,100,230,0
GRASP,227.0,10.925798799959011,True,8,227.482796281075,11.67,False,,r105,Solomon-100,100,230,1
SA-Boltzmann,143.0,0.21046199998818338,True,6,219.25659759897147,44.36,False,,r105,Solomon-100,100,230,0
SA-Boltzmann,137.0,0.24982589995488524,True,6,212.1731253839528,46.69,False,,r105,Solomon-100,100,230,1
SA-Boltzmann,122.0,0.21317389991600066,True,4,218.768495053557,52.53,False,,r105,Solomon-100,100,230,2
SA-Boltzmann,99.0,0.24458220007363707,True,3,223.69138203797237,61.48,False,,r105,Solomon-100,100,230,3
SA-Boltzmann,142.0,0.20735879999119788,True,5,223.69138203797237,44.75,False,,r105,Solomon-100,100,230,4
SA-Cauchy,110.0,0.23158859997056425,True,4,223.69138203797237,57.2,False,,r105,Solomon-100,100,230,0
SA-Cauchy,141.0,0.2662050999933854,True,7,228.9099437442438,45.14,False,,r105,Solomon-100,100,230,1
SA-Cauchy,142.0,0.24796120007522404,True,5,205.4009345590327,44.75,False,,r105,Solomon-100,100,230,2
SA-Cauchy,153.0,0.308655499946326,True,8,222.80565993999593,40.47,False,,r105,Solomon-100,100,230,3
SA-Cauchy,112.0,0.3278741999529302,True,7,226.89348891751942,56.42,False,,r105,Solomon-100,100,230,4
Genetic-Score,290.0,120.1565499000717,True,11,228.5855983241098,7.35,False,,r103,Solomon-100,100,230,3
Tabu,236.0,2.812619899981655,True,10,227.31907816313674,8.17,False,,r105,Solomon-100,100,230,0
Tabu-Random,207.0,2.2041909999679774,True,9,222.09701569848002,19.46,False,,r105,Solomon-100,100,230,0
Genetic-Score,290.0,126.8825446999399,True,11,228.5855983241098,7.35,False,,r103,Solomon-100,100,230,2
Tabu-Random,227.0,2.3610462000360712,True,10,218.20774999320452,11.67,False,,r105,Solomon-100,100,230,2
Tabu-Random,247.0,2.600971100036986,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,1
GRASP,229.0,10.294242199975997,True,9,228.9099437442438,10.89,False,,r105,Solomon-100,100,230,3
Tabu-Random,201.0,2.1468014999991283,True,7,205.4009345590327,21.79,False,,r105,Solomon-100,100,230,4
Tabu-Random,197.0,2.401268700021319,True,8,227.0598665717789,23.35,False,,r105,Solomon-100,100,230,3
GRASP,211.0,16.607528100023046,True,8,227.26582981636017,17.9,False,,r105,Solomon-100,100,230,4
Genetic-Score,290.0,149.77568340010475,True,11,228.5855983241098,7.35,False,,r103,Solomon-100,100,230,0
Genetic-Score,290.0,139.96288969996385,True,11,228.5855983241098,7.35,False,,r103,Solomon-100,100,230,4
Genetic-Tailored,232.0,9.202573999995366,True,9,228.9099437442438,9.73,False,,r105,Solomon-100,100,230,4
Genetic-Tailored,247.0,15.524593399954028,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,3
Genetic-Tailored,207.0,15.746621800004505,True,9,222.09701569848002,19.46,False,,r105,Solomon-100,100,230,2
Genetic-Tailored,207.0,16.70399810001254,True,9,222.09701569848002,19.46,False,,r105,Solomon-100,100,230,1
Greedy-Ratio,110.0,0.014377699932083488,True,6,222.5759630197012,62.46,False,,r106,Solomon-100,100,230,0
Greedy-Score,168.0,0.015436200075782835,True,5,217.95141200295714,42.66,False,,r106,Solomon-100,100,230,0
Greedy-Random,81.0,0.0036189999664202332,True,3,228.80035078320506,72.35,False,,r106,Solomon-100,100,230,0
Greedy-Random,23.0,0.002861800021491945,True,2,212.21874469790424,92.15,False,,r106,Solomon-100,100,230,1
Greedy-Random,24.0,0.0029003999661654234,True,2,222.14244772958543,91.81,False,,r106,Solomon-100,100,230,2
Greedy-Random,121.0,0.008336200029589236,True,7,229.08405620065068,58.7,False,,r106,Solomon-100,100,230,3
Greedy-Random,41.0,0.004254800034686923,True,4,225.64895253834104,86.01,False,,r106,Solomon-100,100,230,4
Genetic-Tailored,240.0,20.3363551000366,True,12,228.48604671610929,6.61,False,,r105,Solomon-100,100,230,0
GRASP,286.0,23.714769800077192,True,11,229.19882820998427,2.39,False,,r106,Solomon-100,100,230,0
GRASP,277.0,22.948866999940947,True,10,223.8150026511098,5.46,False,,r106,Solomon-100,100,230,1
Genetic-Score,297.0,121.3901451000711,True,11,221.80964460418755,10.0,False,,r104,Solomon-100,100,230,0
GRASP,293.0,24.37312739994377,True,11,229.1868472448359,0.0,False,,r106,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.13699989998713136,True,5,217.95141200295714,42.66,False,,r106,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.16547530004754663,True,5,217.95141200295714,42.66,False,,r106,Solomon-100,100,230,1
SA-Boltzmann,187.0,0.13588280009571463,True,7,229.54824082881285,36.18,False,,r106,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.1343462000368163,True,5,217.95141200295714,42.66,False,,r106,Solomon-100,100,230,3
SA-Boltzmann,168.0,0.1500175999244675,True,5,217.95141200295714,42.66,False,,r106,Solomon-100,100,230,4
SA-Cauchy,199.0,0.14140199997927994,True,8,227.2100240222472,32.08,False,,r106,Solomon-100,100,230,0
SA-Cauchy,213.0,0.15254240005742759,True,8,229.21986988696608,27.3,False,,r106,Solomon-100,100,230,1
GRASP,293.0,24.317986299982294,True,11,229.1868472448359,0.0,False,,r106,Solomon-100,100,230,3
SA-Cauchy,179.0,0.16951059992425144,True,6,225.64561577193763,38.91,False,,r106,Solomon-100,100,230,2
SA-Cauchy,228.0,0.15146719990298152,True,9,225.3691706498934,22.18,False,,r106,Solomon-100,100,230,4
SA-Cauchy,200.0,0.20473299990408123,True,7,228.65228624610083,31.74,False,,r106,Solomon-100,100,230,3
Tabu,286.0,2.173846899997443,True,11,228.10918646678462,2.39,False,,r106,Solomon-100,100,230,0
Tabu-Random,269.0,2.817403099965304,True,11,227.91566634739678,8.19,False,,r106,Solomon-100,100,230,0
Genetic-Score,297.0,108.6567024999531,True,11,221.80964460418758,10.0,False,,r104,Solomon-100,100,230,3
Tabu-Random,289.0,2.2804062999784946,True,11,226.39296646828092,1.37,False,,r106,Solomon-100,100,230,1
Tabu-Random,275.0,2.0824313000775874,True,10,225.88140643754713,6.14,False,,r106,Solomon-100,100,230,3
Tabu-Random,281.0,2.882035300019197,True,10,228.79359105379694,4.1,False,,r106,Solomon-100,100,230,2
Genetic-Score,297.0,126.1399799999781,True,11,221.80964460418758,10.0,False,,r104,Solomon-100,100,230,1
Tabu-Random,268.0,2.316511599929072,True,11,228.8510364141407,8.53,False,,r106,Solomon-100,100,230,4
Genetic-Score,297.0,118.55821459996514,True,11,221.80964460418758,10.0,False,,r104,Solomon-100,100,230,2
GRASP,293.0,21.138578999903984,True,11,229.1868472448359,0.0,False,,r106,Solomon-100,100,230,4
Genetic-Score,297.0,120.93038180004805,True,11,221.80964460418755,10.0,False,,r104,Solomon-100,100,230,4
Genetic-Tailored,277.0,14.03310290002264,True,11,226.79261552689582,5.46,False,,r106,Solomon-100,100,230,0
Genetic-Tailored,270.0,14.74178399995435,True,10,224.59351512797528,7.85,False,,r106,Solomon-100,100,230,1
Genetic-Tailored,281.0,14.898336099926382,True,10,227.50589966392926,4.1,False,,r106,Solomon-100,100,230,2
Genetic-Tailored,270.0,18.47350690001622,True,10,221.75098394785712,7.85,False,,r106,Solomon-100,100,230,3
Greedy-Ratio,110.0,0.02331019996199757,True,6,222.5759630197012,65.08,False,,r107,Solomon-100,100,230,0
Greedy-Score,168.0,0.04228059994056821,True,5,217.95141200295714,46.67,False,,r107,Solomon-100,100,230,0
Greedy-Random,132.0,0.017368500004522502,True,6,225.01808574664557,58.1,False,,r107,Solomon-100,100,230,0
Greedy-Random,39.0,0.016747900051996112,True,3,225.42521787904062,87.62,False,,r107,Solomon-100,100,230,1
Greedy-Random,114.0,0.019436800037510693,True,6,221.90990610486426,63.81,False,,r107,Solomon-100,100,230,2
Greedy-Random,85.0,0.013304400024935603,True,5,228.48491034561368,73.02,False,,r107,Solomon-100,100,230,3
Greedy-Random,92.0,0.01878840010613203,True,5,228.3534623237414,70.79,False,,r107,Solomon-100,100,230,4
Genetic-Score,247.0,77.15807980007958,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,3
Genetic-Score,247.0,81.85919069999363,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,0
Genetic-Score,247.0,81.83340830006637,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,1
Genetic-Score,247.0,80.1918021000456,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,4
Genetic-Score,247.0,82.2019685000414,True,11,228.47071086292686,3.89,False,,r105,Solomon-100,100,230,2
SA-Boltzmann,168.0,0.18267949996516109,True,5,217.95141200295714,46.67,False,,r107,Solomon-100,100,230,0
SA-Boltzmann,168.0,0.15545940003357828,True,5,217.95141200295714,46.67,False,,r107,Solomon-100,100,230,1
SA-Boltzmann,181.0,0.14778230001684278,True,6,179.55838706060442,42.54,False,,r107,Solomon-100,100,230,2
SA-Boltzmann,178.0,0.16390489996410906,True,10,229.26263663622464,43.49,False,,r107,Solomon-100,100,230,3
Genetic-Tailored,272.0,24.388727999990806,True,10,228.12880984535965,7.17,False,,r106,Solomon-100,100,230,4
SA-Boltzmann,168.0,0.18254850001540035,True,5,217.95141200295714,46.67,False,,r107,Solomon-100,100,230,4
SA-Cauchy,231.0,0.20163819997105747,True,9,219.6460246397521,26.67,False,,r107,Solomon-100,100,230,0
SA-Cauchy,209.0,0.22062799998093396,True,8,228.23486813178636,33.65,False,,r107,Solomon-100,100,230,1
SA-Cauchy,173.0,0.15103090007323772,True,8,227.2897638664136,45.08,False,,r107,Solomon-100,100,230,2
SA-Cauchy,205.0,0.1718514000531286,True,8,228.8717124339523,34.92,False,,r107,Solomon-100,100,230,4
SA-Cauchy,189.0,0.29113599995616823,True,8,224.7018125744362,40.0,False,,r107,Solomon-100,100,230,3
Tabu,289.0,2.3788900000508875,True,11,227.092963468434,8.25,False,,r107,Solomon-100,100,230,0
Tabu-Random,293.0,2.9009484999114648,True,11,227.43958513799353,6.98,False,,r107,Solomon-100,100,230,0
Tabu-Random,293.0,2.5996282999403775,True,11,227.43958513799353,6.98,False,,r107,Solomon-100,100,230,1
Tabu-Random,296.0,2.988518700003624,True,13,228.97678643681533,6.03,False,,r107,Solomon-100,100,230,2
Tabu-Random,274.0,2.6586600999580696,True,11,229.26772693246852,13.02,False,,r107,Solomon-100,100,230,3
Tabu-Random,293.0,2.949138499912806,True,11,227.43958513799353,6.98,False,,r107,Solomon-100,100,230,4
GRASP,289.0,21.726443400024436,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,1
GRASP,289.0,24.807823100010864,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,0
GRASP,289.0,24.666361700044945,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,2
GRASP,289.0,22.09172679996118,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,4
GRASP,289.0,24.862538299988955,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,3
Genetic-Tailored,289.0,21.64434480003547,True,10,228.31016575254674,8.25,False,,r107,Solomon-100,100,230,0
Genetic-Tailored,277.0,16.05924390000291,True,11,228.8455680098504,12.06,False,,r107,Solomon-100,100,230,2
Genetic-Tailored,274.0,25.37679179990664,True,11,224.95462395751133,13.02,False,,r107,Solomon-100,100,230,1
Genetic-Tailored,275.0,22.30589920002967,True,11,226.23572502563636,12.7,False,,r107,Solomon-100,100,230,3
Greedy-Ratio,155.0,0.022572999936528504,True,8,222.09147019991318,53.03,False,,r108,Solomon-100,100,230,0
Greedy-Score,171.0,0.026002799975685775,True,5,224.59160167906649,48.18,False,,r108,Solomon-100,100,230,0
Greedy-Random,83.0,0.010502499993890524,True,6,225.28733566805158,74.85,False,,r108,Solomon-100,100,230,0
Greedy-Random,80.0,0.009751299978233874,True,5,229.8293144295563,75.76,False,,r108,Solomon-100,100,230,1
Greedy-Random,52.0,0.006364100030623376,True,4,217.0555127546399,84.24,False,,r108,Solomon-100,100,230,2
Greedy-Random,80.0,0.009947799961082637,True,4,222.9151965761689,75.76,False,,r108,Solomon-100,100,230,3
Greedy-Random,84.0,0.02981570002157241,True,5,226.04640863481745,74.55,False,,r108,Solomon-100,100,230,4
Genetic-Tailored,283.0,34.930373699986376,True,12,228.92656211480787,10.16,False,,r107,Solomon-100,100,230,4
GRASP,296.0,25.69153609999921,True,12,228.33828938295918,10.3,False,,r108,Solomon-100,100,230,0
Genetic-Score,289.0,92.83648820000235,True,11,226.39296646828092,1.37,False,,r106,Solomon-100,100,230,0
GRASP,292.0,25.844427799922414,True,12,227.2312411825279,11.52,False,,r108,Solomon-100,100,230,1
Genetic-Score,289.0,98.96798730001319,True,11,226.39296646828092,1.37,False,,r106,Solomon-100,100,230,2
SA-Boltzmann,171.0,0.20554100000299513,True,5,224.59160167906649,48.18,False,,r108,Solomon-100,100,230,0
SA-Boltzmann,171.0,0.16096769995056093,True,5,224.59160167906649,48.18,False,,r108,Solomon-100,100,230,1
SA-Boltzmann,171.0,0.1712076999247074,True,5,224.59160167906649,48.18,False,,r108,Solomon-100,100,230,2
SA-Boltzmann,176.0,0.17200800008140504,True,8,228.75940894912102,46.67,False,,r108,Solomon-100,100,230,3
SA-Boltzmann,171.0,0.139050199999474,True,5,224.59160167906649,48.18,False,,r108,Solomon-100,100,230,4
SA-Cauchy,204.0,0.23064849991351366,True,7,229.4663602336697,38.18,False,,r108,Solomon-100,100,230,0
SA-Cauchy,191.0,0.20857010001782328,True,6,229.4892525713942,42.12,False,,r108,Solomon-100,100,230,1
SA-Cauchy,188.0,0.14618210005573928,True,6,220.47122384351292,43.03,False,,r108,Solomon-100,100,230,2
SA-Cauchy,212.0,0.23018219997175038,True,7,226.01919528271648,35.76,False,,r108,Solomon-100,100,230,3
SA-Cauchy,206.0,0.21756769996136427,True,7,226.34454310837137,37.58,False,,r108,Solomon-100,100,230,4
Tabu,293.0,2.69463360006921,True,12,228.2543990057243,11.21,False,,r108,Solomon-100,100,230,0
Genetic-Score,287.0,101.38012650003657,True,11,228.83237672738431,2.05,False,,r106,Solomon-100,100,230,4
Tabu-Random,284.0,3.1963584000477567,True,12,227.9934608299565,13.94,False,,r108,Solomon-100,100,230,0
Tabu-Random,293.0,3.311947299982421,True,12,228.80564567770827,11.21,False,,r108,Solomon-100,100,230,1
Genetic-Score,289.0,107.68568520003464,True,11,226.39296646828092,1.37,False,,r106,Solomon-100,100,230,3
GRASP,287.0,30.307920999941416,True,12,226.29705262500036,13.03,False,,r108,Solomon-100,100,230,2
Tabu-Random,273.0,2.596760699991137,True,10,222.2282395638168,17.27,False,,r108,Solomon-100,100,230,2
Tabu-Random,289.0,2.9498176999622956,True,11,229.1615405370287,12.42,False,,r108,Solomon-100,100,230,3
Tabu-Random,293.0,2.5547573999501765,True,12,227.8600929028473,11.21,False,,r108,Solomon-100,100,230,4
GRASP,292.0,26.37534789997153,True,11,228.38102239718066,11.52,False,,r108,Solomon-100,100,230,3
GRASP,297.0,33.750462700030766,True,11,228.31859724189576,10.0,False,,r108,Solomon-100,100,230,4
Genetic-Score,289.0,132.60763270000461,True,11,226.39296646828092,1.37,False,,r106,Solomon-100,100,230,1
Genetic-Tailored,292.0,24.214126500068232,True,12,227.2312411825279,11.52,False,,r108,Solomon-100,100,230,2
Genetic-Score,297.0,105.02182489994448,True,11,227.36638228657588,5.71,False,,r107,Solomon-100,100,230,0
Genetic-Score,297.0,105.03564949997235,True,11,227.36638228657588,5.71,False,,r107,Solomon-100,100,230,1
Genetic-Score,297.0,102.05375009996351,True,11,227.36638228657588,5.71,False,,r107,Solomon-100,100,230,2
Greedy-Ratio,129.0,0.019316400052048266,True,7,221.26204618890014,59.31,False,,r109,Solomon-100,100,230,0
Greedy-Score,115.0,0.024866499938070774,True,4,229.97388833905364,63.72,False,,r109,Solomon-100,100,230,0
Greedy-Random,42.0,0.002904099994339049,True,2,214.6362132566718,86.75,False,,r109,Solomon-100,100,230,0
Greedy-Random,58.0,0.008457900024950504,True,6,220.1251858459747,81.7,False,,r109,Solomon-100,100,230,1
Greedy-Random,94.0,0.006825400050729513,True,6,202.85309214456723,70.35,False,,r109,Solomon-100,100,230,2
Greedy-Random,66.0,0.004526600008830428,True,4,219.90413315607412,79.18,False,,r109,Solomon-100,100,230,3
Greedy-Random,75.0,0.004775199922733009,True,4,223.05325689555573,76.34,False,,r109,Solomon-100,100,230,4
Genetic-Tailored,281.0,34.37547760002781,True,10,226.17641895355985,14.85,False,,r108,Solomon-100,100,230,4
Genetic-Tailored,292.0,38.04966769996099,True,12,228.85602356642966,11.52,False,,r108,Solomon-100,100,230,1
Genetic-Tailored,298.0,40.18143640004564,True,13,228.55210805550462,9.7,False,,r108,Solomon-100,100,230,3
Genetic-Score,297.0,104.31215289991815,True,11,227.36638228657588,5.71,False,,r107,Solomon-100,100,230,4
Genetic-Tailored,290.0,43.54779260000214,True,11,228.91383500554508,12.12,False,,r108,Solomon-100,100,230,0
SA-Boltzmann,143.0,0.1849132999777794,True,9,215.19664045633377,54.89,False,,r109,Solomon-100,100,230,0
SA-Boltzmann,115.0,0.18310919997747988,True,4,229.97388833905364,63.72,False,,r109,Solomon-100,100,230,1
Genetic-Score,297.0,107.89604260004126,True,11,227.36638228657588,5.71,False,,r107,Solomon-100,100,230,3
SA-Boltzmann,137.0,0.15163390000816435,True,8,227.99148307195654,56.78,False,,r109,Solomon-100,100,230,2
SA-Boltzmann,124.0,0.16294820001348853,True,6,226.64791508490933,60.88,False,,r109,Solomon-100,100,230,3
SA-Boltzmann,161.0,0.1692683999426663,True,7,227.84018681688005,49.21,False,,r109,Solomon-100,100,230,4
SA-Cauchy,128.0,0.18066860001999885,True,8,221.75857976011554,59.62,False,,r109,Solomon-100,100,230,1
SA-Cauchy,139.0,0.21886319993063807,True,7,229.30231979785106,56.15,False,,r109,Solomon-100,100,230,0
SA-Cauchy,185.0,0.20180019992403686,True,8,222.58720137667714,41.64,False,,r109,Solomon-100,100,230,2
SA-Cauchy,184.0,0.2220745999366045,True,8,222.87369986960354,41.96,False,,r109,Solomon-100,100,230,3
SA-Cauchy,186.0,0.18688159994781017,True,8,229.97388833905364,41.32,False,,r109,Solomon-100,100,230,4
Tabu,277.0,2.5148984999395907,True,12,226.69074844116963,12.62,False,,r109,Solomon-100,100,230,0
Tabu-Random,277.0,2.6007365999976173,True,12,227.48743971650597,12.62,False,,r109,Solomon-100,100,230,0
Tabu-Random,225.0,2.2358848999720067,True,10,220.0410061691907,29.02,False,,r109,Solomon-100,100,230,2
Tabu-Random,276.0,2.672367100021802,True,11,223.05078735419266,12.93,False,,r109,Solomon-100,100,230,1
Tabu-Random,235.0,2.2471915999194607,True,11,224.7736891168835,25.87,False,,r109,Solomon-100,100,230,4
Tabu-Random,277.0,2.597468400024809,True,12,228.76261366163425,12.62,False,,r109,Solomon-100,100,230,3
GRASP,276.0,17.05749759997707,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,0
GRASP,276.0,17.243980700033717,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,1
GRASP,276.0,19.234842099947855,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,2
GRASP,274.0,16.522817499935627,True,11,226.9514354296542,13.56,False,,r109,Solomon-100,100,230,4
GRASP,276.0,20.099281699978746,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,3
Genetic-Tailored,267.0,17.054120299988426,True,11,219.0210412299195,15.77,False,,r109,Solomon-100,100,230,0
Genetic-Tailored,277.0,17.46506680001039,True,12,227.9659223862979,12.62,False,,r109,Solomon-100,100,230,2
Genetic-Tailored,277.0,27.23991930007469,True,12,226.69074844116963,12.62,False,,r109,Solomon-100,100,230,3
Genetic-Tailored,276.0,38.94771859992761,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,4
Greedy-Ratio,156.0,0.02107709995470941,True,9,228.32134115371267,50.94,False,,r110,Solomon-100,100,230,0
Greedy-Score,127.0,0.021338799968361855,True,4,224.6198704940246,60.06,False,,r110,Solomon-100,100,230,0
Greedy-Random,77.0,0.004897799924947321,True,4,225.1546191045861,75.79,False,,r110,Solomon-100,100,230,0
Greedy-Random,112.0,0.010150699992664158,True,6,224.0672949947384,64.78,False,,r110,Solomon-100,100,230,1
Greedy-Random,81.0,0.00760370003990829,True,6,218.16171669746794,74.53,False,,r110,Solomon-100,100,230,2
Greedy-Random,71.0,0.007243099971674383,True,4,229.16453471148307,77.67,False,,r110,Solomon-100,100,230,3
Greedy-Random,51.0,0.005925499950535595,True,5,229.78752263277443,83.96,False,,r110,Solomon-100,100,230,4
Genetic-Tailored,277.0,51.14689269999508,True,12,226.69074844116963,12.62,False,,r109,Solomon-100,100,230,1
GRASP,263.0,18.535801099962555,True,11,229.35160729343482,17.3,False,,r110,Solomon-100,100,230,0
GRASP,281.0,22.95055800001137,True,12,226.6236586400659,11.64,False,,r110,Solomon-100,100,230,1
GRASP,268.0,21.739147200016305,True,10,223.68941941408804,15.72,False,,r110,Solomon-100,100,230,2
Genetic-Score,297.0,112.92908389994409,True,11,221.80964460418755,10.0,False,,r108,Solomon-100,100,230,4
SA-Boltzmann,155.0,0.18462900002487004,True,8,226.5097855933106,51.26,False,,r110,Solomon-100,100,230,0
SA-Boltzmann,127.0,0.1526148000266403,True,4,224.6198704940246,60.06,False,,r110,Solomon-100,100,230,1
SA-Boltzmann,163.0,0.20688229997176677,True,7,226.08624187445162,48.74,False,,r110,Solomon-100,100,230,2
SA-Boltzmann,127.0,0.17245439998805523,True,4,224.6198704940246,60.06,False,,r110,Solomon-100,100,230,3
SA-Boltzmann,127.0,0.18672040000092238,True,4,224.6198704940246,60.06,False,,r110,Solomon-100,100,230,4
SA-Cauchy,167.0,0.19599090004339814,True,9,229.54513050340293,47.48,False,,r110,Solomon-100,100,230,0
SA-Cauchy,164.0,0.19449689995963126,True,7,225.82529565828722,48.43,False,,r110,Solomon-100,100,230,1
SA-Cauchy,192.0,0.21231660002376884,True,8,228.95265560010452,39.62,False,,r110,Solomon-100,100,230,2
SA-Cauchy,153.0,0.21550379996187985,True,6,222.37755832643194,51.89,False,,r110,Solomon-100,100,230,3
Genetic-Score,297.0,120.40593489992898,True,11,221.80964460418755,10.0,False,,r108,Solomon-100,100,230,2
SA-Cauchy,167.0,0.1920725000090897,True,7,226.0324364709188,47.48,False,,r110,Solomon-100,100,230,4
Tabu,281.0,2.475808599963784,True,11,227.61152049872595,11.64,False,,r110,Solomon-100,100,230,0
Genetic-Score,276.0,88.05133679998107,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,0
Tabu-Random,236.0,2.577330100000836,True,12,228.59682252316372,25.79,False,,r110,Solomon-100,100,230,0
GRASP,281.0,22.07351480005309,True,12,226.6236586400659,11.64,False,,r110,Solomon-100,100,230,3
Tabu-Random,225.0,2.1062825999688357,True,10,228.0096656703888,29.25,False,,r110,Solomon-100,100,230,1
Tabu-Random,238.0,2.3716409999178723,True,11,226.9445662517499,25.16,False,,r110,Solomon-100,100,230,2
Tabu-Random,267.0,2.7812808000016958,True,11,228.42166175672708,16.04,False,,r110,Solomon-100,100,230,3
Tabu-Random,281.0,2.535469000111334,True,11,227.61152049872595,11.64,False,,r110,Solomon-100,100,230,4
Genetic-Score,276.0,93.51617299998179,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,1
GRASP,261.0,22.399112300015986,True,10,226.59976563929234,17.92,False,,r110,Solomon-100,100,230,4
Genetic-Score,276.0,90.13071539998055,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,2
Genetic-Score,276.0,83.54425429995172,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,4
Genetic-Score,276.0,95.39080059994012,True,11,221.40404593137544,12.93,False,,r109,Solomon-100,100,230,3
Genetic-Tailored,265.0,19.277769800042734,True,11,228.9576505482834,16.67,False,,r110,Solomon-100,100,230,0
Genetic-Tailored,266.0,13.622106099966913,True,10,228.1243203081168,16.35,False,,r110,Solomon-100,100,230,4
Greedy-Ratio,128.0,0.017045499989762902,True,7,207.29986607213576,60.12,False,,r111,Solomon-100,100,230,0
Greedy-Score,182.0,0.025004600058309734,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,0
Greedy-Random,100.0,0.004707199987024069,True,4,218.74162495730448,68.85,False,,r111,Solomon-100,100,230,0
Greedy-Random,42.0,0.006184800062328577,True,4,228.83565331045685,86.92,False,,r111,Solomon-100,100,230,1
Greedy-Random,61.0,0.004305599955841899,True,3,227.0816568791753,81.0,False,,r111,Solomon-100,100,230,2
Greedy-Random,33.0,0.004738999996334314,True,4,222.88552514101642,89.72,False,,r111,Solomon-100,100,230,3
Greedy-Random,50.0,0.0046091999392956495,True,4,224.2705834360366,84.42,False,,r111,Solomon-100,100,230,4
Genetic-Score,301.0,146.98990879999474,True,13,225.89022581528064,8.79,False,,r108,Solomon-100,100,230,1
Genetic-Tailored,283.0,21.2779647000134,True,12,226.36886977114884,11.01,False,,r110,Solomon-100,100,230,1
Genetic-Tailored,264.0,29.60322259995155,True,10,223.20291395398598,16.98,False,,r110,Solomon-100,100,230,3
Genetic-Score,308.0,152.5450304999249,True,13,228.03738462592912,6.67,False,,r108,Solomon-100,100,230,3
Genetic-Tailored,274.0,35.65220459992997,True,11,224.79858173707942,13.84,False,,r110,Solomon-100,100,230,2
SA-Boltzmann,182.0,0.16636779997497797,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,0
SA-Boltzmann,182.0,0.17615389998536557,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,1
SA-Boltzmann,197.0,0.2020588000304997,True,11,228.58783323569529,38.63,False,,r111,Solomon-100,100,230,2
SA-Boltzmann,209.0,0.19795419997535646,True,10,228.9353718813979,34.89,False,,r111,Solomon-100,100,230,3
SA-Boltzmann,182.0,0.1666085000615567,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,4
SA-Cauchy,198.0,0.1700550999958068,True,8,217.06513212804995,38.32,False,,r111,Solomon-100,100,230,0
SA-Cauchy,182.0,0.1796858999878168,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,1
SA-Cauchy,182.0,0.1679064000491053,True,6,225.74070349739046,43.3,False,,r111,Solomon-100,100,230,2
SA-Cauchy,226.0,0.16336909995879978,True,10,225.99657089829725,29.6,False,,r111,Solomon-100,100,230,3
SA-Cauchy,248.0,0.19521319994237274,True,10,228.7869895023379,22.74,False,,r111,Solomon-100,100,230,4
Genetic-Score,308.0,171.23479949997272,True,13,228.03738462592912,6.67,False,,r108,Solomon-100,100,230,0
Tabu,282.0,2.4976892999839038,True,12,228.7246097238298,12.15,False,,r111,Solomon-100,100,230,0
